novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
The Bluest Eye (1970),Mary,68155,68159,character_reference,0.85,Mary,"To eat the candy is somehow to eat the eyes, eat Mary Jane. Love Mary Jane. Be Mary Jane. Three pennies"
The Bluest Eye (1970),Mary,68171,68175,character_reference,0.85,Mary,"y is somehow to eat the eyes, eat Mary Jane. Love Mary Jane. Be Mary Jane. Three pennies had bought her"
The Bluest Eye (1970),Mary,68185,68189,character_reference,0.85,Mary,"o eat the eyes, eat Mary Jane. Love Mary Jane. Be Mary Jane. Three pennies had bought her nine lovely or"
The Bluest Eye (1970),Mary,68250,68254,character_reference,0.85,Mary,"e pennies had bought her nine lovely orgasms with Mary Jane. Lovely Mary Jane, for whom a candy is named"
The Bluest Eye (1970),Mary,68268,68272,character_reference,0.85,Mary,"ht her nine lovely orgasms with Mary Jane. Lovely Mary Jane, for whom a candy is named. Three whores liv"
The Bluest Eye (1970),Jesus,72031,72036,character_reference,0.85,Jesus,"ore people than TB. And if you crossed him? Whoa, Jesus! He'd run you as long as there was ground. Well,"
The Bluest Eye (1970),Jesus,73517,73522,character_reference,0.85,Jesus,"Well, this hippo had a ball back in Chicago. Whoa Jesus, ninety- nine!"" ""How come you always say 'Whoa Je"
The Bluest Eye (1970),Jesus,73570,73575,character_reference,0.85,Jesus,"us, ninety- nine!"" ""How come you always say 'Whoa Jesus' and a number?"" Pecola had long wanted to know. """
The Bluest Eye (1970),Jesus,74498,74503,character_reference,0.85,Jesus,"."" ""Oh, honey, you've missed half your life. Whoa Jesus, one-nine-five. You talkin' 'bout smooth! I met h"
The Bluest Eye (1970),Cain,85801,85805,character_reference,0.85,Cain,"bay a victim, Pecola Breedlove. Bay Boy, Woodrow Cain, Buddy Wilson, Junie Bug—like a necklace of semip"
The Bluest Eye (1970),Cain,87389,87393,character_reference,0.85,Cain,toward them and brought her books down on Woodrow Cain's head. The circle broke. Woodrow Cain grabbed hi
The Bluest Eye (1970),Cain,87428,87432,character_reference,0.85,Cain,"on Woodrow Cain's head. The circle broke. Woodrow Cain grabbed his head. SI 333 ""Hey, girl!"" ""You cut th"
The Bluest Eye (1970),Cain,106154,106158,character_reference,0.85,Cain,"d do that you was gonna tell?"" ""Wet the bed. Mrs. Cain told Mama he won't quit.” ""Old nasty."" The sky wa"
The Bluest Eye (1970),Jesus,120832,120837,character_reference,0.85,Jesus,s were on all the windowsills. A color picture of Jesus Christ hung on a wall with the prettiest paper fl
The Bluest Eye (1970),Jesus,126458,126463,character_reference,0.85,Jesus,fur. Pecola turned to find the front door and saw Jesus looking down at her with sad and unsurprised eyes
The Bluest Eye (1970),lot,127485,127488,character_reference,0.7,Lot,"hia holds no cheer. Sunk in the grass of an empty lot on a spring Saturday, I split the stems of milkwe"
The Bluest Eye (1970),numbers,146092,146099,thematic_reference,0.9,Numbers,"ur years of going to school, she was enchanted by numbers and depressed by words. She missed-without knowin"
The Bluest Eye (1970),job,147538,147541,thematic_reference,0.9,Job,s old enough to leave school. Mrs. Williams got a job cleaning and cooking for a white minister on the
The Bluest Eye (1970),redemption,148946,148956,thematic_reference,0.8,Redemption,"r mind on the wages of sin, her body trembled for redemption, salvation, a mysterious rebirth that would simpl"
The Bluest Eye (1970),salvation,148958,148967,thematic_reference,0.8,Salvation,"e wages of sin, her body trembled for redemption, salvation, a mysterious rebirth that would simply happen, w"
The Bluest Eye (1970),job,157497,157500,thematic_reference,0.9,Job,"veral months of doing day work, she took a steady job in the home of a family of slender means and nerv"
The Bluest Eye (1970),lot,165032,165035,character_reference,0.7,Lot,"ame room with the toilet. Them pictures gave me a lot of pleasure, but it 1 made coming home bard, and"
The Bluest Eye (1970),job,171762,171765,thematic_reference,0.9,Job,ross. It was her good fortune to find a permanent job in the home of a well-to-do family whose members
The Bluest Eye (1970),Jesus,178220,178225,character_reference,0.85,Jesus,"s in mine, and we stretches our arms outwise like Jesus on the cross. I hold on tight. My fingers and my"
The Bluest Eye (1970),Samuel,182052,182058,character_reference,0.85,Samuel,"an't recollect nothing no more. Sam, was it? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."
The Bluest Eye (1970),Samson,182086,182092,character_reference,0.7,Samson,"m, was it? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."" ""How come you all didn't name me"
The Bluest Eye (1970),Samson,182094,182100,character_reference,0.7,Samson,"t? Yeh. Samuel. No. No, it wasn't. It was Samson. Samson Fuller."" ""How come you all didn't name me Samson?"
The Bluest Eye (1970),Samson,182143,182149,character_reference,0.7,Samson,"Samson Fuller."" ""How come you all didn't name me Samson?"" Cholly's voice was low. ""What for? He wasn't no"
The Bluest Eye (1970),Samson,182458,182464,character_reference,0.7,Samson,rother. Charles Breed- love. A good man. Ain't no Samson never come to no good end.” Cholly didn't ask any
The Bluest Eye (1970),job,182567,182570,thematic_reference,0.9,Job,"ng else. Two years later he quit school to take a job at Tyson's Feed and Grain Store. He swept up, ran"
The Bluest Eye (1970),First Corinthians,186740,186757,character_reference,0.7,First Corinthians,e nodded in drowsy appreciation as the words from First Corinthians droned over her. Sweet amens fell from her lips a
The Bluest Eye (1970),Jesus,193832,193837,character_reference,0.85,Jesus,"r Aunt Jimmy, a maiden lady, to wear when she met Jesus. They even produced a dark suit, white shirt, and"
The Bluest Eye (1970),mark,210994,210998,thematic_reference,0.9,Mark,"t coal, leaving only flakes of ash and a question mark of smoke. He was, in time, to discover that hatre"
The Bluest Eye (1970),job,213919,213922,thematic_reference,0.9,Job,"the black cook or white mistress that he wanted a job weeding, plowing, picking, cleaning, and that he"
The Bluest Eye (1970),Samson,217961,217967,character_reference,0.7,Samson,"white-haired man on the back. ""Can you tell me is Samson Fuller 'round here somewhere?"" ""Fuller?"" The name"
The Bluest Eye (1970),Samson,219136,219142,character_reference,0.7,Samson,"""Who sent you?"" ""Huh?"" • ""You Melba's boy?"" 99 is Samson Fuller?” you ""No, sir, I'm .. Cholly blinked. He"
The Bluest Eye (1970),job,225385,225388,thematic_reference,0.9,Job,"e white sheets of a singing woman. Free to take a job, free to leave it. He could go to jail and not fe"
The Bluest Eye (1970),acts,226802,226806,thematic_reference,0.9,Acts,"; to be expected to dredge up enthusiasms for old acts, and routine ploys; he wondered at the arrogance"
The Bluest Eye (1970),Salvation,235412,235421,thematic_reference,0.8,Salvation,"a rooming house he once lived in, a quilt from a Salvation Army store counter. It was as though his disdain"
The Bluest Eye (1970),Micah,241350,241355,thematic_reference,0.9,Micah,"died soon after childbirth. Her son, named Elihue Micah Whitcomb, provided the schoolmaster with ample op"
The Bluest Eye (1970),Mary,241819,241823,character_reference,0.85,Mary,"mlet's abuse of Ophelia, but not Christ's love of Mary Magdalene; Hamlet's frivolous politics, but not C"
The Bluest Eye (1970),Magdalene,241824,241833,character_reference,0.85,Magdalene,"s abuse of Ophelia, but not Christ's love of Mary Magdalene; Hamlet's frivolous politics, but not Christ's se"
The Bluest Eye (1970),communion,243125,243134,thematic_reference,0.8,Communion,"e academic gloom, that he equated lovemaking with communion and the Holy Grail, she sim- ply left. She had no"
The Bluest Eye (1970),Holy Grail,243143,243153,thematic_reference,0.8,Holy Grail,"that he equated lovemaking with communion and the Holy Grail, she sim- ply left. She had not lived by the sea"
The Bluest Eye (1970),job,248341,248344,thematic_reference,0.9,Job,"had pure and holy yearnings. God had done a poor job, and Soaphead suspected that he himself could hav"
The Bluest Eye (1970),mark,252112,252116,thematic_reference,0.9,Mark,"sleeping on the porch. Make sure he eats it. And mark well how he behaves. If nothing hap pens, you wil"
The Bluest Eye (1970),mark,254884,254888,thematic_reference,0.9,Mark,"nds. Not the Windward or Leeward Island colonies, mark you, but within, of course, the Greater of the tw"
The Bluest Eye (1970),hope,256480,256484,thematic_reference,0.8,Hope,"particular town on that particular business; you hope it is comfort- able, but prefer, rather, that it"
The Bluest Eye (1970),mark,259308,259312,thematic_reference,0.9,Mark,"well-phrased, well-placed, well-faced lies. But, mark you, I hated it. Not for a moment did I love the"
The Bluest Eye (1970),Job,260319,260322,thematic_reference,0.9,Job,"could have told her, a long-ago habit broken for Job --but no more.) She came to me for them. She had"
The Bluest Eye (1970),Micah,260430,260435,thematic_reference,0.9,Micah,"y cards. (Card enclosed.) By the way, I added the Micah-Micah Elihue Whit- comb. But I am called Soaphead"
The Bluest Eye (1970),Micah,260436,260441,thematic_reference,0.9,Micah,"s. (Card enclosed.) By the way, I added the Micah-Micah Elihue Whit- comb. But I am called Soaphead Churc"
The Bluest Eye (1970),Moses,260756,260761,character_reference,0.7,Moses,"of questions: ""What is your name?"" put to you by Moses, You would not say, and said instead “I am who I"
The Bluest Eye (1970),Micah,263718,263723,thematic_reference,0.9,Micah,"ght. Quite. With kindest regards, I remain, Your, Micah Elihue Whitcomb 145 Soaphead Church folded the sh"
The Bluest Eye (1970),lot,273139,273142,character_reference,0.7,Lot,hanged. Go away. Change. What's the difference? A lot. Mr. Soaphead said they would last forever. Forev
The Bluest Eye (1970),job,274969,274972,thematic_reference,0.9,Job,"re pretty, you know. I know. He really did a good job. Everybody's jealous. Every time I look at somebo"
The Bluest Eye (1970),lot,277800,277803,character_reference,0.7,Lot,"didn't love him, she sure let him do it to her a lot. That's nothing. 157 How do you know? I saw them"
The Bluest Eye (1970),Revelation,285805,285815,thematic_reference,0.9,Revelation,"uth, seeing in the new pattern of an old idea the Revelation and the Word. She, however, stepped over into mad"
The Bluest Eye (1970),job,291662,291665,thematic_reference,0.9,Job,trying to pursue it. Some time ago I did the best job I could of describing strategies for grounding my
The Bluest Eye (1970),revelation,293242,293252,thematic_reference,0.9,Revelation,"n, its suggestion of illicit gossip, of thrilling revelation, there is also, in the ""whisper,"" the assumption"
The Bluest Eye (1970),John,300775,300779,thematic_reference,0.9,John,"th pain and wonder that the novel becomes poetry' John Leonard, New York Times 'I imagine if our greates"
Sula (1973),Solomon,2130,2137,character_reference,0.85,Solomon,2 S ALSO BY TONI MORRISON The Bluest Eye Song of Solomon Tar Baby Sula 1 SULA Toni Morrison ALFRED . A . K
Sula (1973),Matthew,5472,5479,thematic_reference,0.9,Matthew,". He'd have to stand in the back of Greater Saint Matthew's and let the tenor's voice dress him in silk, or"
Sula (1973),grace,12351,12356,thematic_reference,0.8,Grace,"y of the headless soldier ran on, with energy and grace, ignoring altogether the drip and slide of brain"
Sula (1973),Eve,25093,25096,character_reference,0.7,Eve,"ew Years, 'stead of before. I get paid New Year's Eve."" And his sweetheart answered, ""OK, but make sure"
Sula (1973),redemption,25604,25614,thematic_reference,0.8,Redemption,"go on with Shad and save the Lamb the trouble of redemption."" Easily, quietly, Suicide Day became a part of t"
Sula (1973),Mary,26328,26332,character_reference,0.85,Mary,"under the dolesome eyes of a multicolored Virgin Mary, counseling her to be constantly on guard for any"
Sula (1973),Eve,27217,27220,character_reference,0.7,Eve,"ew Years, 'stead of before. I get paid New Year's Eve."" And his sweetheart answered, ""OK, but make sure"
Sula (1973),redemption,27728,27738,thematic_reference,0.8,Redemption,"go on with Shad and save the Lamb the trouble of redemption."" Easily, quietly, Suicide Day became a part of t"
Sula (1973),Mary,28445,28449,character_reference,0.85,Mary,"under the dolesome eyes of a multicolored Virgin Mary, counseling her to be constantly on guard for any"
Sula (1973),Mary,40151,40155,character_reference,0.85,Mary,ttin'-up. They stepped into the house. The Virgin Mary clasped her hands in front of her neck three time
Sula (1973),lot,41799,41802,character_reference,0.7,Lot,"at your only one?"" ""Yes,"" said Helene. ""Pretty. A lot like you."" ""Yes. Well. She's ten now."" ""Ten? Vrai"
Sula (1973),Jesus,46012,46017,character_reference,0.85,Jesus,"quilts, ""I want... I want to be... wonderful. Oh, Jesus, make me wonderful."" The many experiences of her"
Sula (1973),trinity,61160,61167,thematic_reference,0.8,Trinity,"me a dewey-joining with the other two to become a trinity with a plural name inseparable, loving nothing an"
Sula (1973),job,63667,63670,thematic_reference,0.9,Job,"tly did not have his rent money. When he lost his job altogether, he would go out in the morning, scrou"
Sula (1973),job,65456,65459,thematic_reference,0.9,Job,"sense letters about minor troubles, her husband's job and who the children favored. Hannah married a la"
Sula (1973),baptism,76059,76066,thematic_reference,0.8,Baptism,"le pouring a wet lightness over him. Some kind of baptism, some kind of blessing, he thought. Everything is"
Sula (1973),hope,87840,87844,thematic_reference,0.8,Hope,"ould do it enthusiastically but without the least hope in the world. ""While you sittin' there, honey, go"
Sula (1973),Jesus,102525,102530,character_reference,0.7,Jesus,"t and themselves. For some it was the term ""Sweet Jesus."" And they saw the Lamb's eye and the truly inno-"
Sula (1973),Paul,106349,106353,character_reference,0.85,Paul,"tonight."" ""Thought you was gone can some."" ""Uncle Paul ain't brought me none yet. A peck ain't enough to"
Sula (1973),Paul,107154,107158,character_reference,0.85,Paul,"dying like flies. Stepping tall, ain't you? Uncle Paul gone bring me two bushels. Yeh. And they's a melo"
Sula (1973),Jesus,119416,119421,character_reference,0.85,Jesus,"er running, dancing toward them. They whispered, ""Jesus, Jesus,"" and to- gether hoisted up their tub of w"
Sula (1973),Jesus,119423,119428,character_reference,0.85,Jesus,"ing, dancing toward them. They whispered, ""Jesus, Jesus,"" and to- gether hoisted up their tub of water in"
Sula (1973),Jesus,120464,120469,character_reference,0.85,Jesus,to each other and to God. In the midst of calling Jesus they heard the hollow clang of the ambulance bell
Sula (1973),Jude,125747,125751,thematic_reference,0.9,Jude,"rls and a comfortable one among men. His name was Jude Greene, and with the pick of some eight or ten gi"
Sula (1973),job,125957,125960,thematic_reference,0.9,Job,"get married. He was twenty then, and although his job as a waiter at the Hotel Medal- lion was a blessi"
Sula (1973),Jude,126946,126950,thematic_reference,0.9,Jude,"er Road). Along with a few other young black men, Jude had gone down to the shack where they were hiring"
Sula (1973),Jude,127405,127409,thematic_reference,0.9,Jude,ack men who could tear that road up. The men like Jude who could do real work. Jude himself longed more
Sula (1973),Jude,127434,127438,thematic_reference,0.9,Jude,oad up. The men like Jude who could do real work. Jude himself longed more than anybody else to be taken
Sula (1973),job,129998,130001,thematic_reference,0.9,Job,s head of a household pinned to an unsatisfactory job out of necessity. The two of them together would
Sula (1973),Jude,130060,130064,thematic_reference,0.9,Jude,ecessity. The two of them together would make one Jude. His fears lest his burst dream of road building
Sula (1973),Jude,130254,130258,thematic_reference,0.9,Jude,peared altogether when she dis- covered his pain. Jude could see himself taking shape in her eyes. She a
Sula (1973),Jude,131005,131009,thematic_reference,0.9,Jude,"stern and undemonstrative parents was Sula. When Jude began to hover around, she was flattered all the"
Sula (1973),Jude,131431,131435,thematic_reference,0.9,Jude,e was a challenge to the other. Nel's response to Jude's shame and anger selected her away from Sula. An
Sula (1973),Jude,131625,131629,thematic_reference,0.9,Jude,"singly. She didn't even know she had a neck until Jude remarked on it, or that her smile was anything bu"
Sula (1973),Jude,132825,132829,thematic_reference,0.9,Jude,"into the first grade together. I thas 60 Nel and Jude, who had been the stars all during the wedding, w"
Sula (1973),Jude,133264,133268,thematic_reference,0.9,Jude,"t. They had taken a housekeeping room with one of Jude's aunts (over the protest of Mrs. Wright, who had"
Sula (1973),Jude,133473,133477,thematic_reference,0.9,Jude,"restless to go there. As if reading her thoughts, Jude leaned down and whis- pered, ""Me too."" Nel smiled"
Sula (1973),Eve,134206,134209,character_reference,0.7,Eve,"be thick with birds. Disappars like her grandine, Eve  PART TWO  PART TWO  1937 Accompanied by a plague"
Sula (1973),John,137536,137540,thematic_reference,0.9,John,"ula could answer his mother had called him, ""You, John. Get back in here."" At Eva's house there were fou"
Sula (1973),hope,138200,138204,thematic_reference,0.8,Hope,"The rest of my stuff will be on later."" ""I should hope so. Them little old furry tails ain't going to do"
Sula (1973),Grace,140629,140634,thematic_reference,0.8,Grace,"""What the hell do I care about falling?"" ""Amazing Grace."" ""You sold your life for twenty-three dollars a"
Sula (1973),Matthew,142337,142344,thematic_reference,0.9,Matthew,et against the whitewashed walls of Greater Saint Matthew's. Nel listened and was moved to smile. To smile
Sula (1973),Jude,143645,143649,thematic_reference,0.9,Jude,"the living-room window shade. Even Nel's love for Jude, which over the years had spun a steady gray web"
Sula (1973),mark,144513,144517,thematic_reference,0.9,Mark,"nt in the May shine. aveless Hey, girl."" The rose mark over Sula's eye gave her differentglance 1- erice"
Sula (1973),Hope,145345,145349,thematic_reference,0.8,Hope,"ome yet, but it's good and cold."" ""That's fine."" “Hope I didn't speak too soon. Kids run in and out of h"
Sula (1973),Jude,145467,145471,thematic_reference,0.9,Jude,"bent to open the icebox. ""You puttin' it on, Nel. Jude must be wore out."" ""Jude must be wore out? You do"
Sula (1973),Jude,145492,145496,thematic_reference,0.9,Jude,"""You puttin' it on, Nel. Jude must be wore out."" ""Jude must be wore out? You don't care nothin' 'bout my"
Sula (1973),Jude,145607,145611,thematic_reference,0.9,Jude,"ou?"" ""Is that where it's at, in your back?"" ""Hah! Jude thinks it's everywhere."" what is ""げ​? ""He's right"
Sula (1973),John,145732,145736,thematic_reference,0.9,John,"ust be glad he found it, wherever it is. Remember John L.?"" ""When Shirley said he got her down by the we"
Sula (1973),John,146000,146004,thematic_reference,0.9,John,"ck?"" ""Mmm. Like a ox."" ""That was one dumb nigger, John L."" ""Maybe. Maybe he was just sanitary."" ""Sanitar"
Sula (1973),mark,147100,147104,thematic_reference,0.9,Mark,"d time-y stuff."" ""Tell us."" ""Tell you?"" The black mark leaped. ""Uh huh. Tell us."" ""What tickles us would"
Sula (1973),John,147354,147358,thematic_reference,0.9,John,"""What happened?"" ""Well, some old boy we knew name John L. and a girl name..."" Damp-faced, Nel stepped ba"
Sula (1973),lot,147929,147932,character_reference,0.7,Lot,"ats me. Such a simple thing."" ""But we sure made a lot out of it, and the boys were dumber than we were."
Sula (1973),Jude,152887,152891,thematic_reference,0.9,Jude,n ran in announcing the entrance of their father. Jude opened the back door and walked into the kitchen.
Sula (1973),Jude,153094,153098,thematic_reference,0.9,Jude,"che under his nose, and a part in his hair. ""Hey, Jude. What you know good?"" ""White man running it-nothi"
Sula (1973),Jude,153737,153741,thematic_reference,0.9,Jude,"ooked like a pretty good life to her. ""Say what?"" Jude's temper flared just a bit as he looked at this f"
Sula (1973),lot,154018,154021,character_reference,0.7,Lot,"try trying to find some man to burden down with a lot of lip and a lot of mouths. Sula was smiling. ""I"
Sula (1973),lot,154035,154038,character_reference,0.7,Lot,"d some man to burden down with a lot of lip and a lot of mouths. Sula was smiling. ""I mean, I don't kno"
Sula (1973),Jude,155234,155238,thematic_reference,0.9,Jude,". It looks to me like you the envy of the world."" Jude and Nel were laughing, he saying, ""Well, if that'"
Sula (1973),Jude,155891,155895,thematic_reference,0.9,Jude,ownward while it waited with every confidence for Jude to return. ... Could he be gone if his tie is sti
Sula (1973),Jude,156077,156081,thematic_reference,0.9,Jude,"uld tell him. Sit down quietly and tell him. ""But Jude,"" she would say, ""you knew me. All those days and"
Sula (1973),Jude,156139,156143,thematic_reference,0.9,Jude,"ould say, ""you knew me. All those days and years, Jude, you knew me. My ways and my hands and how my sto"
Sula (1973),Jude,156325,156329,thematic_reference,0.9,Jude,"he landlord said ... but you said... and I cried, Jude. You knew me and had listened to the things I sai"
Sula (1973),Jude,156499,156503,thematic_reference,0.9,Jude,"girdle and I laughed too because I knew you too, Jude. So how could you leave me when you knew me?"" But"
Sula (1973),Jude,157166,157170,thematic_reference,0.9,Jude,". But then they did look up. Or you did. You did, Jude. And if only you had not looked at me the way the"
Sula (1973),Jude,158700,158704,thematic_reference,0.9,Jude,"I didn't want to say it in evoking front of her, Jude. And even when you began to talk, I couldn't hear"
Sula (1973),Jude,158975,158979,thematic_reference,0.9,Jude,"ed to custard. Remember how big that bedroom was? Jude? How when we moved here we said, Well, at least w"
Sula (1973),Jude,159081,159085,thematic_reference,0.9,Jude,"got us a real big bedroom, but it was small then, Jude, and so shambly, and maybe it was that way all al"
Sula (1973),lot,165501,165504,character_reference,0.7,Lot,"hat, somebody she could confide in and who knew a lot of things, like Sula, for Sula would know or if s"
Sula (1973),Jude,165817,165821,thematic_reference,0.9,Jude,nd talked things over. That was too much. To lose Jude and not have Sula to talk to about it because it
Sula (1973),Jude,166565,166569,thematic_reference,0.9,Jude,it was Sula who had taken the life from them and Jude who smashed her heart and the both of them who le
Sula (1973),Jesus,166795,166800,character_reference,0.85,Jesus,"walk up and down these rooms? What good are they, Jesus? They will never give me the peace I need to get"
Sula (1973),Jesus,167241,167246,character_reference,0.85,Jesus,"ul the coal up out of the bin even then nobody, O Jesus, I could be a mule or plow the furrows with my ha"
Sula (1973),Jesus,167527,167532,character_reference,0.85,Jesus,s but you are trying to tell me no and O my sweet Jesus what kind of cross is that? She can nower ke Inti
Sula (1973),Jude,167783,167787,thematic_reference,0.9,Jude,"la was a roach. Later, when they saw how she took Jude, then ditched him for others, and heard how he bo"
Sula (1973),lot,171145,171148,character_reference,0.7,Lot,the daintiness of his bones. Teapot's Mamma got a lot of attention anyway and immersed her- self in a r
Sula (1973),grace,175228,175233,thematic_reference,0.8,Grace,"""Well, everybody know he a reprobate."" away from grace ""Yeh, so how come he tip his hat to Sula? How com"
Sula (1973),grace,176551,176556,thematic_reference,0.8,Grace,"rld, aberrations were as much a part of nature as grace. It was not for them to expel or annihilate it. T"
Sula (1973),Jude,179020,179024,thematic_reference,0.9,Jude,l of caus- ing Nel pain when she bedded down with Jude. They had always shared the affection of other pe
Sula (1973),grace,180037,180042,thematic_reference,0.8,Grace,"rld, aberrations were as much a part of nature as grace. It was not for them to expel or annihilate it. T"
Sula (1973),Jude,182501,182505,thematic_reference,0.9,Jude,l of caus- ing Nel pain when she bedded down with Jude. They had always shared the affection of other pe
Sula (1973),John,194005,194009,thematic_reference,0.9,John,"hat she needed, as well as to order Van Van, High John the Con- queror, Little John to Chew, Devil's Sho"
Sula (1973),John,194034,194038,thematic_reference,0.9,John,"order Van Van, High John the Con- queror, Little John to Chew, Devil's Shoe String, Chinese Wash, Musta"
Sula (1973),Matthew,195575,195582,thematic_reference,0.9,Matthew,suits of the occult as the women of Greater Saint Matthew's were in the search for redeeming grace. So when
Sula (1973),grace,195618,195623,thematic_reference,0.8,Grace,Saint Matthew's were in the search for redeeming grace. So when his curiosity was high enough he picked
Sula (1973),Jude,197897,197901,thematic_reference,0.9,Jude,"ded-up window. She was smiling, thinking how like Jude's was his craving to do the white man's work, whe"
Sula (1973),hope,201132,201136,thematic_reference,0.8,Hope,ll below. She put her head under his chin with no hope in the world of keeping anything at all at bay. I
Sula (1973),Jesus,208536,208541,character_reference,0.85,Jesus,"at have I done to deserve the wrath, and Take me, Jesus, I have seen the promised land, and Do, Lord, rem"
Sula (1973),promised land,208559,208572,thematic_reference,0.8,Promised Land,"ve the wrath, and Take me, Jesus, I have seen the promised land, and Do, Lord, remember me in voices mellowed by"
Sula (1973),Jude,211921,211925,thematic_reference,0.9,Jude,"Moreover, she would be doing it with the taste of Jude's exit in her mouth, with the resentment and sham"
Sula (1973),Jude,212067,212071,thematic_reference,0.9,Jude,stomach. She would be facing the black rose that Jude had kissed and looking at the nostrils of the wom
Sula (1973),Jude,212403,212407,thematic_reference,0.9,Jude,"breath away in its crying need for honey. Because Jude's leaving was so complete, the full re- sponsibil"
Sula (1973),job,212689,212692,thematic_reference,0.9,Job,ived on. And just this past year she got a better job working as a chambermaid in the same hotel Jude h
