novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
Tar Baby (1981),Gideon,183824,183830,character_reference,0.7,Gideon,"a bet on how long the chocolate eater could last. Gideon said, ""Long as he wants. Till New Year,"" while sh"
Tar Baby (1981),Gideon,185416,185422,character_reference,0.85,Gideon,She had eaten the fish and one avocado and still Gideon had not come. She didn't want to start on the cof
Tar Baby (1981),Gideon,185718,185724,character_reference,0.85,Gideon,visit. She insisted she knew about the man before Gideon-although it was he who actually saw him first. Sh
Tar Baby (1981),Gideon,186606,186612,character_reference,0.7,Gideon,"hungry man was on the grounds, or, as she said to Gideon, ""Somebody's starving to death round here."" And G"
Tar Baby (1981),Gideon,186661,186667,character_reference,0.85,Gideon,"n, ""Somebody's starving to death round here."" And Gideon said, ""Me, Thérèse,"" and she said, “No, not you."
Tar Baby (1981),Gideon,186776,186782,character_reference,0.7,Gideon,"starving somebody."" And later that day a bug-eyed Gideon crept over to her under the lime tree near the ki"
Tar Baby (1981),Gideon,187320,187326,character_reference,0.7,Gideon,"l there, untouched by all but fruit flies. It was Gideon who had the solution: instead of fixing the sash"
Tar Baby (1981),Gideon,187867,187873,character_reference,0.7,Gideon,from the pantry chocolate at the very least. Once Gideon saw an empty Evian bottle in the gazebo. Then the
Tar Baby (1981),Gideon,188044,188050,character_reference,0.7,Gideon,stove and put it back five times before she heard Gideon's footsteps. She poked her head out of the doorwa
Tar Baby (1981),Gideon,188369,188375,character_reference,0.7,Gideon,"""You slaughter the hen or the hen slaughter you?"" Gideon held up one hand to shush her and with the other"
Tar Baby (1981),Gideon,188504,188510,character_reference,0.7,Gideon,"he door, man,"" she complained. ""Too hot in here."" Gideon stood fast. ""Listen,"" he said. ""He's in the house"
Tar Baby (1981),Gideon,188666,188672,character_reference,0.7,Gideon,"knew it!"" Thérèse's whisper was close to a shout. Gideon went to the coffee pot. Two cups were sitting on"
Tar Baby (1981),Gideon,190238,190244,character_reference,0.7,Gideon,"g around waiting for his chance."" ""Maybe. Maybe."" Gideon looked at her milky eyes. ""You damn near blind, b"
Tar Baby (1981),Gideon,190927,190933,character_reference,0.85,Gideon,"an old boyfriend and he the one sent her the box, Gideon.” ""Hold on. You going wild."" ""And machete-hair sh"
Tar Baby (1981),Gideon,191259,191265,character_reference,0.7,Gideon,"rocked in the telling, pressing her fingers into Gideon's shoulder as each new sequence presented itself"
Tar Baby (1981),Gideon,191679,191685,character_reference,0.7,Gideon,"ugh the clear cascade of the French of Dominique. Gideon couldn't stop her, so he tried to gulp coffee whi"
Tar Baby (1981),Gideon,194245,194251,character_reference,0.85,Gideon,e and had craving for them akin to hysteria. When Gideon appeared in 1973 with twelve apples hidden in the
Tar Baby (1981),Gideon,196736,196742,character_reference,0.7,Gideon,elt in their hearts for everybody but themselves. Gideon got over the shame: the work at Isle des Chevalie
Tar Baby (1981),Gideon,197853,197859,character_reference,0.85,Gideon,"a miracle of concentration. ""Hush, Thérèse,"" said Gideon. ""They can hear you in the har- bor. Finish makin"
Tar Baby (1981),Gideon,198922,198928,character_reference,0.85,Gideon,"too much, but she had wasted time gossiping with Gideon so she left it that way. She sat down again on th"
Tar Baby (1981),Paul,205797,205801,character_reference,0.85,Paul,"rom the bed toward her. ""What do you like? Billy? Paul? What about Rastus?"" ""Don't be funny. What is you"
Tar Baby (1981),Mary,206681,206685,character_reference,0.85,Mary,"she had them again, safely back in her fingers. ""Mary. It must have been Mary.” Jadine laughed. “That w"
Tar Baby (1981),Mary,206705,206709,character_reference,0.85,Mary,"ely back in her fingers. ""Mary. It must have been Mary.” Jadine laughed. “That was a publicity thing. Wh"
Tar Baby (1981),Mary,206811,206815,character_reference,0.85,Mary,"I was modeling they called me that. I wonder how Mary knows about it. I don't think she can even read."""
Tar Baby (1981),lot,210000,210003,character_reference,0.7,Lot,"s smiling at the same time. ""They must be worth a lot, then.” ""Quite a lot. Priceless."" ""Nothing's pric"
Tar Baby (1981),lot,210021,210024,character_reference,0.7,Lot,"time. ""They must be worth a lot, then.” ""Quite a lot. Priceless."" ""Nothing's priceless. Everything has"
Tar Baby (1981),lot,210936,210939,character_reference,0.7,Lot,"huh?” ""Why? Are you a thief?"" ""I wish I was. Be a lot easier for me if I could steal."" ""If? What do you"
Tar Baby (1981),lot,214923,214926,character_reference,0.7,Lot,"f the church? ""How much?"" he asked her. ""Was it a lot?"" His voice was quiet. ""What are you talking abou"
Tar Baby (1981),Paul,245384,245388,character_reference,0.85,Paul,"an three hundred people. Drake, Soldier and Ernie Paul laughed and pointed their fingers. How it feel? I"
Tar Baby (1981),Paul,245646,245650,character_reference,0.85,Paul,"or her. And a year later Drake, Soldier and Ernie Paul weren't laughing; they were sitting on Miss Tyler"
Tar Baby (1981),Paul,245927,245931,character_reference,0.85,Paul,"ome into the gazebo with Drake, Soldier and Ernie Paul. They kept him up all night, practically, so he t"
Tar Baby (1981),Paul,246943,246947,character_reference,0.85,Paul,"ugh the next day because Drake, Soldier and Ernie Paul kept him awake in the night. That's how he came t"
Tar Baby (1981),hope,265339,265343,thematic_reference,0.8,Hope,"the small waiting in Sydney, some expectation or hope that his employer would give him a hint of what h"
Tar Baby (1981),Gideon,271053,271059,character_reference,0.7,Gideon,"uest room for him, and Valerian sent him off with Gideon to get a haircut, because Sydney refused flat out"
Tar Baby (1981),Gideon,271492,271498,character_reference,0.7,Gideon,"the kitchen, Mr. Green alias Son drifted off with Gideon and Thérèse in the Prix de France. With country p"
Tar Baby (1981),Gideon,271661,271667,character_reference,0.7,Gideon,an Negro through the streets of town like a king. Gideon even got one of his friends to give them a free t
Tar Baby (1981),eve,272306,272309,character_reference,0.7,Eve,"up the hillside, and at various times during the eve- ning, heads poked in her doorway, and neighbors"
Tar Baby (1981),Gideon,272685,272691,character_reference,0.7,Gideon,"she listened to the men talk and waited her turn. Gideon told her stories on Isle des Chevaliers, but here"
Tar Baby (1981),Gideon,273156,273162,character_reference,0.7,Gideon,r babies with their fingernails. She waited until Gideon had cut his hair with clip- pers he'd borrowed fr
Tar Baby (1981),Gideon,273415,273421,character_reference,0.85,Gideon,eck and the front of his whole body. Waited until Gideon was through with his boasts about when he was in
Tar Baby (1981),Gideon,273622,273628,character_reference,0.7,Gideon,f that nurse and all American women. Waited until Gideon had lied about all the money he made there and wh
Tar Baby (1981),Gideon,274513,274519,character_reference,0.7,Gideon,ma Estée sat on the cot by the window. Son smoked Gideon's cigarettes and poured the rest of the rum into
Tar Baby (1981),Gideon,275641,275647,character_reference,0.7,Gideon,"with their fingernails?"" ""Close down your mouth,"" Gideon said to her, and then to Son, ""She's gone stupid"
Tar Baby (1981),Gideon,277096,277102,character_reference,0.85,Gideon,"e said. “Right."" ""Don't encourage her, man,"" said Gideon. ""She's a mean one and one of the blind race. You"
Tar Baby (1981),Gideon,277369,277375,character_reference,0.7,Gideon,"r vision had not gone dark until a few years ago. Gideon started to tease her about being ""into her fiftie"
Tar Baby (1981),Gideon,277587,277593,character_reference,0.85,Gideon,to go blind. Son asked who were the blind race so Gideon told him a story about a race of blind people des
Tar Baby (1981),Gideon,278721,278727,character_reference,0.85,Gideon,"e they ever caught?"" ""No, man, still there,"" said Gideon. ""They ride those horses all over the hills. They"
Tar Baby (1981),Gideon,279355,279361,character_reference,0.85,Gideon,"t you was one,"" said Thérèse. ""She thought,"" said Gideon. ""Not me. Personally I think the blindness comes"
Tar Baby (1981),Gideon,280554,280560,character_reference,0.85,Gideon,"tions about the women who clawed their wombs, but Gideon TAR A BY B grew loud and stopped her. ""She was a"
Tar Baby (1981),Gideon,281051,281057,character_reference,0.7,Gideon,"ar about your wretched teats. Go on out of here."" Gideon shooed her and she left the table but not the roo"
Tar Baby (1981),Gideon,281130,281136,character_reference,0.85,Gideon,"t the table but not the room. When she was quiet, Gideon waved his arm about the house and told Son, ""You"
Tar Baby (1981),Gideon,281570,281576,character_reference,0.85,Gideon,"ee wondering why, if there was plenty work there, Gideon wasn't doing any of it. ""How long have you been w"
Tar Baby (1981),Gideon,282089,282095,character_reference,0.85,Gideon,"ong, you must have lost your citizenship by now."" Gideon shrugged. ""The U.S. is a bad place to die in,"" he"
Tar Baby (1981),Gideon,282655,282661,character_reference,0.85,Gideon,"s were bright and on him. ""You going back?"" asked Gideon, “to the island?” ""I don't know."" ""You want to ge"
Tar Baby (1981),Gideon,282751,282757,character_reference,0.7,Gideon,"want to get in there, don't you, eh? That yalla?"" Gideon stroked his chin. ""Man,"" said Son. ""Oh, man."" He"
Tar Baby (1981),Gideon,282903,282909,character_reference,0.7,Gideon,his voice too. He didn't want her chewed over by Gideon's stone-white teeth. Didn't want her in Gideon's
Tar Baby (1981),Gideon,282950,282956,character_reference,0.85,Gideon,"by Gideon's stone-white teeth. Didn't want her in Gideon's mind, his eye. It unnerved him to think that Gi"
Tar Baby (1981),Gideon,283004,283010,character_reference,0.85,Gideon,"on's mind, his eye. It unnerved him to think that Gideon had looked at her at all. The old man heard the p"
Tar Baby (1981),Gideon,283672,283678,character_reference,0.85,Gideon,"hey put down."" ""I'll be careful.” ""Come on,"" said Gideon. ""Let's go see some of the boys. Let me show you"
Tar Baby (1981),Gideon,284137,284143,character_reference,0.85,Gideon,"cture which she tried her best to show him before Gideon pushed her away. ""TARZAN mind if I use his piano?"
Tar Baby (1981),job,289123,289126,thematic_reference,0.9,Job,"he thought she had better go to New York, do this job, and then return to 159 Paris and Ryk. The idea o"
Tar Baby (1981),Gideon,293274,293280,character_reference,0.85,Gideon,"yesterday?"" It bothered him that everybody called Gideon Yardman, as though he had not been mothered. ""Yes"
Tar Baby (1981),job,296892,296895,thematic_reference,0.9,Job,"You the kind of man that does worry me. You had a job, you chucked it. You got in some trouble, you say"
Tar Baby (1981),Gideon,303043,303049,character_reference,0.7,Gideon,"en he stood in the white towel watching Yardman's-Gideon's --back. But something had come loose in him, li"
Tar Baby (1981),John,303937,303941,thematic_reference,0.9,John,"igger Jims. Others were Calibans, Staggerlees and John Henrys. Anarchic, wandering, they read about thei"
Tar Baby (1981),job,306412,306415,thematic_reference,0.9,Job,"e, no trophies. There was dice instead of tusk; a job when he wanted a journey. And the lion he believe"
Tar Baby (1981),Jesus,312789,312794,character_reference,0.85,Jesus,"Money is-"" ""Who's that?"" ""Who's who?"" ""Thoreau."" ""Jesus."" ""Don't look disgusted. I'm illiterate."" ""You're"
Tar Baby (1981),lot,323454,323457,character_reference,0.7,Lot,"t mean to scare you. Honest. I can live without a lot of things, but I didn't want you to take your fee"
Tar Baby (1981),lot,323638,323641,character_reference,0.7,Lot,"have a real life like most people, I've missed a lot. Don't take your feet away from me too."" ""You are"
Tar Baby (1981),hope,328051,328055,thematic_reference,0.8,Hope,"seat, there's a five-liter bottle. Use that."" ""I hope you're right. That there's gas in that pump.” ""I"
Tar Baby (1981),hope,328105,328109,thematic_reference,0.8,Hope,"you're right. That there's gas in that pump.” ""I hope I am too. If not, get some from the boat. I know"
Tar Baby (1981),numbers,332773,332780,thematic_reference,0.9,Numbers,en he sways and shiver with him too. Whisper your numbers from one to fifty into the parts that have been l
Tar Baby (1981),Moses,333560,333565,character_reference,0.7,Moses,"- gether the stones of pyramids and the rushes of Moses's crib; knowing their steady consistency, their p"
Tar Baby (1981),Jesus,336850,336855,character_reference,0.85,Jesus,"Margaret followed her. ""Soap first. Then alcohol. Jesus, what is that stuff? It looks like pitch."" In the"
Tar Baby (1981),hope,337425,337429,thematic_reference,0.8,Hope,"rry, Margaret, Michael will show. You'll see."" ""I hope so. It's going to be so nice. I'm cooking everyth"
Tar Baby (1981),job,339542,339545,thematic_reference,0.9,Job,fore she could fall asleep. The soap had done its job. The little feet he wanted so badly to see were c
Tar Baby (1981),EVE,339720,339723,character_reference,0.7,Eve,er themselves had touched the ground. 6 CHRISTMAS EVE'S EVE and even the goddamn hydran- gea had bloome
Tar Baby (1981),EVE,339726,339729,character_reference,0.7,Eve,mselves had touched the ground. 6 CHRISTMAS EVE'S EVE and even the goddamn hydran- gea had bloomed! The
Tar Baby (1981),Eve,342497,342500,character_reference,0.7,Eve,"n make the ol- lieballen ahead of time. Christmas Eve."" ""You have the recipe?"" 189 ""I have it."" ""What d"
Tar Baby (1981),Mary,344275,344279,character_reference,0.85,Mary,"shes, I bet."" “No, you don't."" ""Who then? You? No Mary. No Yardman. They decide not to show up without t"
Tar Baby (1981),acts,346078,346082,thematic_reference,0.9,Acts,"w that. Cleaned him up and he looks fine and even acts all right. Look here. They pack a lunch, go off t"
Tar Baby (1981),lot,347653,347656,character_reference,0.7,Lot,in she'll be out of here like a shot. She's got a lot of cleaning up to do with Michael. It's sitting o
Tar Baby (1981),lot,349705,349708,character_reference,0.7,Lot,"him to."" ""And she never objected to it, Ondine. A lot of wives would have."" ""I suppose."" ""Lay back. Put"
Tar Baby (1981),Eve,351046,351049,character_reference,0.7,Eve,lephone. Mar- garet would have caved in Christmas Eve except for the busy-ness of confirming the disast
Tar Baby (1981),lot,359600,359603,character_reference,0.7,Lot,"With the young people there, teenagers. There's a lot of suicide among Indian teenagers. The conditions"
Tar Baby (1981),Lot,361937,361940,character_reference,0.7,Lot,"if she would be amused. She seemed not to hear. ""Lot of fat in a goose."" Ondine was slicing her ham. “"
Tar Baby (1981),Gideon,363594,363600,character_reference,0.7,Gideon,"ge. This is an old-fashioned Christmas."" ""Too bad Gideon couldn't come."" Son, who seemed to be the only on"
Tar Baby (1981),Gideon,363733,363739,character_reference,0.7,Gideon,"d been silent until then. ""Who?"" asked Valerian. ""Gideon. Yardman."" ""His name is Gideon?"" asked Jadine. ""W"
Tar Baby (1981),Gideon,363764,363770,character_reference,0.85,Gideon,""" asked Valerian. ""Gideon. Yardman."" ""His name is Gideon?"" asked Jadine. ""What a beautiful name. Gideon."""
Tar Baby (1981),Gideon,363811,363817,character_reference,0.7,Gideon,"is Gideon?"" asked Jadine. ""What a beautiful name. Gideon."" Valerian smiled. ""Well, at least we knew Mary's"
Tar Baby (1981),Mary,363861,363865,character_reference,0.85,Mary,"Gideon."" Valerian smiled. ""Well, at least we knew Mary's name. Mary,"" said Jadine. ""Nope,"" said Son. ""No"
Tar Baby (1981),Mary,363874,363878,character_reference,0.85,Mary,"rian smiled. ""Well, at least we knew Mary's name. Mary,"" said Jadine. ""Nope,"" said Son. ""No?"" ""Thérèse."""
Tar Baby (1981),Gideon,363989,363995,character_reference,0.7,Gideon,"Wonderful,"" said Valerian. ""Thérèse the Thief and Gideon the Get Away Man."" Ondine looked up. ""They didn't"
Tar Baby (1981),Gideon,364281,364287,character_reference,0.7,Gideon,"deboard for some more mashed potatoes and gravy. ""Gideon stole apples?"" asked Son. ""Yep."" Valerian's back"
Tar Baby (1981),Mary,364408,364412,character_reference,0.85,Mary,"t him red-handed, so to speak. Them, rather. She, Mary, had them stuffed in her blouse. He had some in e"
Tar Baby (1981),job,370383,370386,thematic_reference,0.9,Job,"as if even staying on at the table let alone the job was hopeless. Valerian, at the head of his Christ"
Tar Baby (1981),Gideon,370931,370937,character_reference,0.85,Gideon,"hing Margaret, agreeing with Valerian and calling Gideon Yardman and never taking the trouble to know his"
Tar Baby (1981),job,381556,381559,thematic_reference,0.9,Job,"nt, I guess, or maybe she didn't want to lose her job."" He kissed the other cheek. ""I always wondered w"
Tar Baby (1981),hope,383337,383341,thematic_reference,0.8,Hope,"ge enough, maybe, to put your whole self into. ""I hope you are serious,"" she said. She left her panties"
Tar Baby (1981),Gideon,384378,384384,character_reference,0.7,Gideon,"ber her name? Didn't Yardman tell you her name?” ""Gideon."" ""Gideon. Didn't he introduce you?"" ""Go to sleep"
Tar Baby (1981),Gideon,384388,384394,character_reference,0.7,Gideon,"me? Didn't Yardman tell you her name?” ""Gideon."" ""Gideon. Didn't he introduce you?"" ""Go to sleep, Jadine."""
Tar Baby (1981),lot,384734,384737,character_reference,0.7,Lot,"mebody who's not up to it, you sure bring it up a lot.” ""I know what's going to happen. I'll fall aslee"
Tar Baby (1981),Gideon,393150,393156,character_reference,0.7,Gideon,"d to get out fast, so he used Jadine's ticket and Gideon's passport, and split. She was to follow as soon"
Tar Baby (1981),Gideon,394214,394220,character_reference,0.7,Gideon,"m, they both might try to stop her. He could call Gideon. He tried to remember that hillside hut, but all"
Tar Baby (1981),Gideon,394355,394361,character_reference,0.7,Gideon,"k walls and the record player sitting on a shelf. Gideon had no telephone, but messages got to him via a s"
Tar Baby (1981),Gideon,394523,394529,character_reference,0.7,Gideon,t out hair clippers. That was foolish. What could Gideon tell him anyway? He was so angry at the Americans
Tar Baby (1981),job,412824,412827,thematic_reference,0.9,Job,"n jog in the park. There wasn't a permanent adult job in the whole of the city for him, so he did teena"
Tar Baby (1981),job,415589,415592,thematic_reference,0.9,Job,"She said, ""Not tonight, I don't,"" so he left the job hauling boxes and took her home. All three, Nommo"
Tar Baby (1981),Gideon,420210,420216,character_reference,0.85,Gideon,and Empire State and figured out a way to collect Gideon's unem- ployment checks. But Jadine was not worri
Tar Baby (1981),mark,423261,423265,thematic_reference,0.9,Mark,"e was saying it. “It's funny, but I would see the mark and hear him cry but somehow I didn't believe it"
Tar Baby (1981),Mark,423337,423341,thematic_reference,0.9,Mark,"somehow I didn't believe it hurt all that much."" ""Mark"" she called it. She saw the mark. Didn't think it"
Tar Baby (1981),mark,423370,423374,thematic_reference,0.9,Mark,"all that much."" ""Mark"" she called it. She saw the mark. Didn't think it hurt ""all that much.” Like a lab"
Tar Baby (1981),job,429061,429064,thematic_reference,0.9,Job,"d to provide a solution. That was the future, her job at hand was to reveal the past. Right now she had"
Tar Baby (1981),lot,438212,438215,character_reference,0.7,Lot,"you."" • ""No, I didn't. You . . you wasn't a whole lot on my mind."" ""Oh, yes I was, and you felt good ha"
Tar Baby (1981),job,439118,439121,thematic_reference,0.9,Job,"1 might tell Mr. Street and then we'd be out of a job-a good job. I don't know now what I thought, to t"
Tar Baby (1981),job,439129,439132,thematic_reference,0.9,Job,"l Mr. Street and then we'd be out of a job-a good job. I don't know now what I thought, to tell the tru"
Tar Baby (1981),job,439695,439698,thematic_reference,0.9,Job,"he blew out a breath and she was old. ""Is that my job too? To stop you?"" ""No. It's not your job, Ondine"
Tar Baby (1981),job,439737,439740,thematic_reference,0.9,Job,"that my job too? To stop you?"" ""No. It's not your job, Ondine. But I wish it had been your duty. I wish"
Tar Baby (1981),Sarah,448883,448888,character_reference,0.85,Sarah,"he same time by news that some woman named Brown, Sarah or Sally or Sadie-from the way they pronounced it"
Tar Baby (1981),Hope,451876,451880,thematic_reference,0.8,Hope,"re a while back."" ""They told me."" ""Be at peace."" ""Hope so."" ""She slept with a shotgun every night."" ""Huh"
Tar Baby (1981),Paul,465062,465066,character_reference,0.85,Paul,"""Today? You can't leave today."" ""Why not?"" ""Ernie Paul is coming. We called him up. He left from Mont- g"
Tar Baby (1981),Paul,465182,465186,character_reference,0.85,Paul,"e here Monday."" Soldier was alarmed. ""Who's Ernie Paul?"" ""He's one of us. Grew up with Son and Drake and"
Tar Baby (1981),Sarah,467930,467935,character_reference,0.85,Sarah,Rosa and Thérèse and Son's dead mother and Sally Sarah Sadie Brown and Ondine and Soldier's wife Ellen a
Tar Baby (1981),Paul,471354,471358,character_reference,0.85,Paul,"not function elsewhere. An excuse to fish. Ernie Paul could come to New York-faster, even, if he flew."
Tar Baby (1981),Paul,472275,472279,character_reference,0.85,Paul,"there. Of course I'll be there. Waiting."" ""Ernie Paul has a car. I'll go back to Montgomery with him to"
Tar Baby (1981),Paul,472858,472862,character_reference,0.85,Paul,ave called. She imagined him carousing with Ernie Paul and Soldier. Then another weekend rolled by and s
Tar Baby (1981),Paul,472962,472966,character_reference,0.85,Paul,till no Son. Apparently he knew how to call Ernie Paul but not how to call her. She thought of calling E
Tar Baby (1981),Paul,476714,476718,character_reference,0.85,Paul,him. He thought she was fighting him about Ernie Paul and being late and not calling. She thought so to
Tar Baby (1981),job,477034,477037,thematic_reference,0.9,Job,"that had nothing to show but breasts. He needed a job, a degree, she said. They should go in business f"
Tar Baby (1981),Gideon,481355,481361,character_reference,0.7,Gideon,"want to be a yardman all your life?"" ""His name is Gideon! Gideon! Not Yardman, and Mary Thérèse Foucault,"
Tar Baby (1981),Gideon,481363,481369,character_reference,0.7,Gideon,"be a yardman all your life?"" ""His name is Gideon! Gideon! Not Yardman, and Mary Thérèse Foucault, you hear"
Tar Baby (1981),Mary,481388,481392,character_reference,0.85,Mary,"e?"" ""His name is Gideon! Gideon! Not Yardman, and Mary Thérèse Foucault, you hear me! Why don't you ask"
Tar Baby (1981),job,481875,481878,thematic_reference,0.9,Job,hem down there with him not knowing if they had a job or not. You should cook for them. What the hell k
Tar Baby (1981),Gideon,481979,481985,character_reference,0.7,Gideon,"nd of education is it that didn't teach you about Gideon and Old Man and me. Nothing about me!"" When he pu"
Tar Baby (1981),job,490320,490323,thematic_reference,0.9,Job,"ife. So have that white "" man's baby, that's your job. You have been doing it for two hun- dred years,"
Tar Baby (1981),last supper,499176,499187,thematic_reference,0.8,Last Supper,"t in case-no explanatory, loophole-laden note. No last supper. New York had agreed with her exit. A cab right a"
Tar Baby (1981),job,502472,502475,thematic_reference,0.9,Job,d. I can't expect Sydney to do this. It's not his job really. Ondine's either. I really could use you n
Tar Baby (1981),hope,506633,506637,thematic_reference,0.8,Hope,"ver, Nanadine, besides, I hit him too."" ""I should hope so. I should damn well hope so. Oh, baby, baby, h"
Tar Baby (1981),hope,506661,506665,thematic_reference,0.8,Hope,"t him too."" ""I should hope so. I should damn well hope so. Oh, baby, baby, how could you run off with a"
Tar Baby (1981),hope,513870,513874,thematic_reference,0.8,Hope,"""From what she says he beat her up some."" ""Then I hope he does come,"" said Sydney. ""I'll put that bullet"
Tar Baby (1981),lot,524298,524301,character_reference,0.7,Lot,"cs were shoved in there and she dropped the whole lot eyes into the girl's plastic pail. ""Bye, Mary, I"
Tar Baby (1981),Mary,524343,524347,character_reference,0.85,Mary,"hole lot eyes into the girl's plastic pail. ""Bye, Mary, I have to go. Good luck.” Jadine pushed open the"
